Sample,Organism-name,Strain,BioSample,BioProject,Group,SubGroup,Assembly,Size,GC.,Replicons,WGS,Scaffolds,Genes,Proteins,Release.Date,Cas_genes,Level,GenBank.FTP,crispr,spacers,cas,IE,IF,IC,other/FP,type_other,Cas_genes,acrIE,acrIF,Acr_genes_hom,nb_hits_hom,nb_other_hom,gbaLC,gbaMC_IE,gbaMC_IF,gbaMC_IC,gbaHC_IE,gbaHC_IF,gbaHC_IC,phage
GCF_000611975.2_PA103_1.0,Pseudomonas aeruginosa PA103,PA103,SAMN02951864 ,PRJNA232082,Proteobacteria,Gammaproteobacteria,GCA_000611975.2 ,6.71131,66.2,-,JARI01,262,6472,6155,2014/04/01,2019/11/16,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/611/975/GCA_000611975.2_PA103_1.0,0,0,0,0,0,0,7,['IIIU'],"[['cas3_TypeI (20718,25064,+)'], ['cas3_TypeI (21079,22419,+)'], ['csx3_TypeIIIU (29684,30562,+)'], ['cas3_TypeI (47299,48648,-)'], ['cas3_TypeI (7035,8411,+)'], ['cas3_TypeI (27832,29403,+)'], ['cas3a_TypeI (490,2316,+)']]",1,1,"['AcrIE1', 'AcrIF12']",2,0,0,0,0,0,0,0,0,[]
GCF_000611995.2_PA99_1.0,Pseudomonas aeruginosa PA99,PA99,SAMN02951865 ,PRJNA232081,Proteobacteria,Gammaproteobacteria,GCA_000611995.2 ,6.33423,66.2,-,JARJ01,132,5959,5745,2014/04/01,2019/11/16,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/611/995/GCA_000611995.2_PA99_1.0,0,0,0,0,0,0,4,['IIIU'],"[['csx3_TypeIIIU (42504,43382,+)'], ['cas3_TypeI (21531,22871,+)'], ['cas3a_TypeI (13968,15887,+)'], ['cas3_TypeI (20291,21961,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000626655.2_ASM62665v2,Pseudomonas aeruginosa PA96,PA96,SAMN03081533 ,PRJNA237015,Proteobacteria,Gammaproteobacteria,GCA_000626655.2 ,6.94493,65.6726,chromosome:NZ_CP007224.1/CP007224.1; plasmid pOZ176:NC_022344.1/KC543497.1,-,2,6534,6367,2014/04/11,2019/11/26,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/655/GCA_000626655.2_ASM62665v2,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000629025.1_Pseu_aeru_BWH036_V1,Pseudomonas aeruginosa BWH036,BWH036,SAMN02584702 ,PRJNA234700,Proteobacteria,Gammaproteobacteria,GCA_000629025.1 ,6.73411,66.2,-,JIDY01,64,6536,6348,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/025/GCA_000629025.1_Pseu_aeru_BWH036_V1,2,19,1,0,1,0,3,['IIIU'],"[['cas3_TypeI (40015,41364,+)'], ['cas3_TypeI (48072,49643,-)'], ['csx3_TypeIIIU (4808,5686,+)'], ['cas1_TypeIF (46664,47638,-)', 'csy1_TypeIF (41725,43026,-)', 'csy2_TypeIF (40755,41738,-)', 'cas6_TypeIF (39149,39712,-)', 'cas3-cas2_TypeIF (43437,46667,-)', 'csy3_TypeIF (39716,40744,-)']]",1,2,"['AcrIE1', 'AcrIF3', 'AcrIF12']",3,3,0,0,1,0,0,0,0,"['JBD93_NC_030918-gi|YP_009274621.1||2.07e-90', 'vB_PaeP_Tr60_Ab31_NC_023575-gi|YP_009007133.1||3.67e-46']"
GCF_000629045.1_Pseu_aeru_BWH035_V1,Pseudomonas aeruginosa BWH035,BWH035,SAMN02584701 ,PRJNA234699,Proteobacteria,Gammaproteobacteria,GCA_000629045.1 ,6.968,66.1,-,JIDZ01,82,6750,6530,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/045/GCA_000629045.1_Pseu_aeru_BWH035_V1,1,6,0,0,0,0,1,['IIIU'],"[['csx3_TypeIIIU (42248,43126,+)']]",1,1,"['AcrIE1', 'AcrIF12']",2,0,0,0,0,0,0,0,0,[]
GCF_000629065.1_Pseu_aeru_BWH033_V1,Pseudomonas aeruginosa BWH033,BWH033,SAMN02584699 ,PRJNA234697,Proteobacteria,Gammaproteobacteria,GCA_000629065.1 ,6.72353,66,-,JIEA01,82,6455,6258,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/065/GCA_000629065.1_Pseu_aeru_BWH033_V1,1,5,1,0,1,0,2,['IIIU'],"[['csx3_TypeIIIU (4784,5662,+)'], ['cas3_TypeI (21792,23132,+)'], ['csy1_TypeIF (2915,4219,-)', 'cas6_TypeIF (339,902,-)', 'cas3-cas2_TypeIF (4277,7507,-)', 'csy2_TypeIF (1945,2928,-)', 'cas1_TypeIF (7504,8478,-)', 'csy3_TypeIF (906,1934,-)']]",0,0,[],0,0,2,0,0,0,0,0,0,['YMC11/07/P54_PAE_BP_NC_030909-gi|YP_009273732.1||4.07e-54']
GCF_000629085.1_Pseu_aeru_BWH032_V1,Pseudomonas aeruginosa BWH032,BWH032,SAMN02584698 ,PRJNA234696,Proteobacteria,Gammaproteobacteria,GCA_000629085.1 ,6.56497,66.3,-,JIEB01,57,6229,6067,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/085/GCA_000629085.1_Pseu_aeru_BWH032_V1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000629105.1_Pseu_aeru_BWH031_V1,Pseudomonas aeruginosa BWH031,BWH031,SAMN02584697 ,PRJNA234695,Proteobacteria,Gammaproteobacteria,GCA_000629105.1 ,6.73653,66.2,-,JIEC01,69,6503,6308,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/105/GCA_000629105.1_Pseu_aeru_BWH031_V1,3,28,1,0,1,0,4,['IIIU'],"[['cas3_TypeI (41678,43027,+)'], ['cas3a_TypeI (8196,10115,+)', 'cas3_TypeI (1279,3501,-)'], ['cas3_TypeI (48005,49576,-)'], ['csx3_TypeIIIU (4833,5711,+)'], ['csy1_TypeIF (41821,43122,-)', 'cas6_TypeIF (39245,39808,-)', 'csy3_TypeIF (39812,40840,-)', 'cas1_TypeIF (46760,47734,-)', 'cas3-cas2_TypeIF (43533,46763,-)', 'csy2_TypeIF (40851,41834,-)']]",1,1,"['AcrIE1', 'AcrIF12']",2,2,0,0,0,0,0,0,0,[]
GCF_000629125.1_Pseu_aeru_BWH030_V1,Pseudomonas aeruginosa BWH030,BWH030,SAMN02584696 ,PRJNA234694,Proteobacteria,Gammaproteobacteria,GCA_000629125.1 ,6.45142,66.4,-,JIED01,64,6142,5971,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/125/GCA_000629125.1_Pseu_aeru_BWH030_V1,0,0,0,0,0,0,1,[],"[['cas3_TypeI (19541,23887,+)']]",0,1,['AcrIF6'],1,0,0,0,0,0,0,0,0,[]
GCF_000629145.1_Pseu_aeru_BWH029_V1,Pseudomonas aeruginosa BWH029,BWH029,SAMN02584695 ,PRJNA234693,Proteobacteria,Gammaproteobacteria,GCA_000629145.1 ,6.22847,66.4,-,JIEE01,50,5904,5739,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/145/GCA_000629145.1_Pseu_aeru_BWH029_V1,2,15,1,0,1,0,1,['IIIU'],"[['csx3_TypeIIIU (41594,42472,+)'], ['cas1_TypeIF (60730,61704,-)', 'cas3-cas2_TypeIF (57503,60733,-)', 'csy2_TypeIF (55171,56154,-)', 'csy3_TypeIF (54132,55160,-)', 'csy1_TypeIF (56141,57445,-)', 'cas6_TypeIF (53565,54128,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000629165.1_Pseu_aeru_3581_V1,Pseudomonas aeruginosa 3581,3581,SAMN02584694 ,PRJNA234692,Proteobacteria,Gammaproteobacteria,GCA_000629165.1 ,6.91136,66,-,JIEF01,77,6756,6554,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/165/GCA_000629165.1_Pseu_aeru_3581_V1,1,4,1,1,0,0,2,['IIIU'],"[['csx3_TypeIIIU (35077,35955,+)'], ['cas7_TypeIE (2576,3718,-)', 'cas6_TypeIE (1326,1937,-)', 'cas5_TypeIE (1912,2574,-)', 'cas1_TypeIE (409,1326,-)', 'cas2_TypeIE (113,412,-)', 'cse2_TypeIE (3728,4258,-)', 'cse1_TypeIE (4255,5823,-)'], ['cas7_TypeIE (2576,3718,-)', 'cas6_TypeIE (1326,1937,-)', 'cas5_TypeIE (1912,2574,-)', 'cas3_TypeI (5826,8498,-)', 'cas2_TypeIE (113,412,-)', 'cse2_TypeIE (3728,4258,-)', 'cse1_TypeIE (4255,5823,-)']]",1,2,"['AcrIE1', 'AcrIF3', 'AcrIF12']",3,4,3,0,0,0,0,0,0,"['JBD93_NC_030918-gi|YP_009274622.1||9.23e-50', 'JBD93_NC_030918-gi|YP_009274621.1||1.26e-101', 'FHA0480_NC_041851-gi|YP_009591717.1||2.49e-111']"
GCF_000629185.1_Pseu_aeru_3580_V1,Pseudomonas aeruginosa 3580,3580,SAMN02584693 ,PRJNA234691,Proteobacteria,Gammaproteobacteria,GCA_000629185.1 ,6.91877,66,-,JIEG01,72,6766,6563,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/185/GCA_000629185.1_Pseu_aeru_3580_V1,0,0,1,1,0,0,1,[],"[['cas1_TypeIE (579,1496,-)', 'cse1_TypeIE (4425,5993,-)', 'cas5_TypeIE (2082,2744,-)', 'cas2_TypeIE (283,582,-)', 'cas7_TypeIE (2746,3888,-)', 'cas6_TypeIE (1496,2107,-)', 'cse2_TypeIE (3898,4428,-)'], ['cas3_TypeI (5996,8668,-)', 'cse1_TypeIE (4425,5993,-)', 'cas5_TypeIE (2082,2744,-)', 'cas2_TypeIE (283,582,-)', 'cas7_TypeIE (2746,3888,-)', 'cas6_TypeIE (1496,2107,-)', 'cse2_TypeIE (3898,4428,-)']]",1,2,"['AcrIE1', 'AcrIF3', 'AcrIF12']",3,4,0,0,0,0,0,0,0,[]
GCF_000629205.1_Pseu_aeru_3579_V1,Pseudomonas aeruginosa 3579,3579,SAMN02584692 ,PRJNA234690,Proteobacteria,Gammaproteobacteria,GCA_000629205.1 ,6.73015,66.2,-,JIEH01,97,6576,6360,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/205/GCA_000629205.1_Pseu_aeru_3579_V1,0,0,1,0,0,1,3,['IIIU'],"[['csx3_TypeIIIU (2405,3283,+)'], ['cas7c_TypeIC (2407,3276,-)', 'cas2_TypeI-II-III (412,702,-)', 'cas5c_TypeIC (5063,5737,-)', 'cas8c_TypeIC (3273,5066,-)', 'cas3_TypeI (5787,8021,-)', 'cas4_TypeI-II (1756,2388,-)'], ['cas7c_TypeIC (2407,3276,-)', 'cas1_TypeIC (712,1752,-)', 'cas8c_TypeIC (3273,5066,-)', 'cas5c_TypeIC (5063,5737,-)'], ['cas2_TypeI-II-III (3130,3411,-)']]",1,2,"['AcrIE1', 'AcrIF2', 'AcrIF12']",3,2,0,0,0,0,0,0,0,[]
GCF_000629225.1_Pseu_aeru_3578_V1,Pseudomonas aeruginosa 3578,3578,SAMN02584691 ,PRJNA234689,Proteobacteria,Gammaproteobacteria,GCA_000629225.1 ,6.7366,66.2,-,JIEI01,112,6605,6369,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/225/GCA_000629225.1_Pseu_aeru_3578_V1,0,0,1,0,0,1,5,['IIIU'],"[['cas3_TypeI (11845,13221,-)'], ['cas3_TypeI (48016,49587,-)'], ['csx3_TypeIIIU (2405,3283,+)'], ['cas3_TypeI (526,2760,+)', 'cas4_TypeI-II (6159,6791,+)', 'cas8c_TypeIC (3481,5274,+)', 'cas5c_TypeIC (2810,3484,+)', 'cas2_TypeI-II-III (7845,8135,+)', 'cas7c_TypeIC (5271,6140,+)'], ['cas8c_TypeIC (3481,5274,+)', 'cas5c_TypeIC (2810,3484,+)', 'cas1_TypeIC (6795,7835,+)', 'cas7c_TypeIC (5271,6140,+)'], ['cas2_TypeI-II-III (3130,3411,-)']]",1,2,"['AcrIE1', 'AcrIF2', 'AcrIF12']",3,2,0,0,0,0,0,0,0,[]
GCF_000629245.1_Pseu_aeru_3577_V1,Pseudomonas aeruginosa 3577,3577,SAMN02584690 ,PRJNA234688,Proteobacteria,Gammaproteobacteria,GCA_000629245.1 ,6.42485,66.4,-,JIEJ01,57,6171,5998,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/245/GCA_000629245.1_Pseu_aeru_3577_V1,1,6,0,0,0,0,1,[],"[['cas3_TypeI (23308,24648,+)']]",1,1,"['AcrIE1', 'AcrIF12']",2,0,0,0,0,0,0,0,0,[]
GCF_000629265.1_Pseu_aeru_3576_V1,Pseudomonas aeruginosa 3576,3576,SAMN02584689 ,PRJNA234687,Proteobacteria,Gammaproteobacteria,GCA_000629265.1 ,6.70664,66.2,-,JIEK01,87,6517,6311,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/265/GCA_000629265.1_Pseu_aeru_3576_V1,0,0,0,0,0,0,2,['IIIU'],"[['csx3_TypeIIIU (41646,42524,+)'], ['cas3_TypeI (58661,60001,+)']]",1,1,"['AcrIE3', 'AcrIF4']",2,2,0,0,0,0,0,0,0,[]
GCF_000629285.1_Pseu_aeru_3575_V1,Pseudomonas aeruginosa 3575,3575,SAMN02584688 ,PRJNA234686,Proteobacteria,Gammaproteobacteria,GCA_000629285.1 ,6.80362,66.1,-,JIEL01,76,6518,6331,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/285/GCA_000629285.1_Pseu_aeru_3575_V1,0,0,0,0,0,0,3,['IIIU'],"[['cas3_TypeI (48080,49651,-)'], ['cas3_TypeI (14904,16253,+)'], ['csx3_TypeIIIU (4849,5727,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000629305.1_Pseu_aeru_3574_V1,Pseudomonas aeruginosa 3574,3574,SAMN02584687 ,PRJNA234685,Proteobacteria,Gammaproteobacteria,GCA_000629305.1 ,6.43988,66.4,-,JIEM01,103,6204,6013,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/305/GCA_000629305.1_Pseu_aeru_3574_V1,0,0,0,0,0,0,2,['IIIU'],"[['csx3_TypeIIIU (35520,36398,+)'], ['cas3a_TypeI (2643,4532,-)']]",1,1,"['AcrIF4', 'AcrIE3']",2,2,0,0,0,0,0,0,0,[]
GCF_000629325.1_Pseu_aeru_3573_V1,Pseudomonas aeruginosa 3573,3573,SAMN02584686 ,PRJNA234684,Proteobacteria,Gammaproteobacteria,GCA_000629325.1 ,6.26993,66.5,-,JIEN01,74,5960,5795,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/325/GCA_000629325.1_Pseu_aeru_3573_V1,2,12,2,1,1,0,3,['IIIU'],"[['cas3_TypeI (69895,71244,+)'], ['csx3_TypeIIIU (34909,35787,+)'], ['csy3_TypeIF (1199,2227,-)', 'csy1_TypeIF (3208,4512,-)', 'cas1_TypeIF (7797,8771,-)', 'cas6_TypeIF (632,1195,-)', 'csy2_TypeIF (2238,3221,-)', 'cas3-cas2_TypeIF (4570,7800,-)'], ['cas5_TypeIE (6796,7458,+)', 'cas7_TypeIE (5652,6794,+)', 'cas2_TypeIE (8379,8678,+)', 'cse2_TypeIE (5112,5642,+)', 'cas6_TypeIE (7433,8044,+)', 'cse1_TypeIE (3547,5115,+)'], ['cas5_TypeIE (6796,7458,+)', 'cas7_TypeIE (5652,6794,+)', 'cas3_TypeI (872,3544,+)', 'cas2_TypeIE (8379,8678,+)', 'cse2_TypeIE (5112,5642,+)', 'cas6_TypeIE (7433,8044,+)', 'cse1_TypeIE (3547,5115,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000629345.1_Pseu_aeru_PAO1-GFP_V1,Pseudomonas aeruginosa PAO1-GFP,PAO1-GFP,SAMN02402446 ,PRJNA227545,Proteobacteria,Gammaproteobacteria,GCA_000629345.1 ,6.28071,66.5,-,JIEO01,6,5914,5780,2014/04/14,2019/10/17,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/345/GCA_000629345.1_Pseu_aeru_PAO1-GFP_V1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000629365.1_Pseu_aeru_PS75_V1,Pseudomonas aeruginosa PS75,PS75,SAMN02402445 ,PRJNA227544,Proteobacteria,Gammaproteobacteria,GCA_000629365.1 ,6.34006,66.5,-,JIEP01,7,6014,5875,2014/04/14,2019/10/17,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/365/GCA_000629365.1_Pseu_aeru_PS75_V1,4,50,1,0,1,0,0,[],"[['csy1_TypeIF (2115299,2116603,-)', 'cas1_TypeIF (2119888,2120862,-)', 'cas3-cas2_TypeIF (2116661,2119891,-)', 'csy2_TypeIF (2114329,2115312,-)', 'csy3_TypeIF (2113290,2114318,-)', 'cas6_TypeIF (2112723,2113286,-)']]",1,2,"['AcrIE1', 'AcrIF3', 'AcrIF5']",3,1,0,0,7,0,0,0,0,"['JBD5_NC_020202-gi|YP_007392738.1||4.93e-68', 'JBD5_NC_020202-gi|YP_007392739.1||4.84e-96', 'JBD5_NC_020202-gi|YP_007392740.1||1.56e-51', 'JBD5_NC_020202-gi|YP_007392741.1||5.39e-24']"
GCF_000629385.1_Pseu_aeru_BWH060_V1,Pseudomonas aeruginosa BWH060,BWH060,SAMN02402444 ,PRJNA227543,Proteobacteria,Gammaproteobacteria,GCA_000629385.1 ,6.78545,66.2,-,JIEQ01,6,6433,6226,2014/04/14,2019/10/17,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/385/GCA_000629385.1_Pseu_aeru_BWH060_V1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000629405.1_Pseu_aeru_BWH059_V1,Pseudomonas aeruginosa BWH059,BWH059,SAMN02402443 ,PRJNA227542,Proteobacteria,Gammaproteobacteria,GCA_000629405.1 ,6.68255,66,-,JIER01,10,6425,6251,2014/04/14,2019/10/17,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/405/GCA_000629405.1_Pseu_aeru_BWH059_V1,2,20,1,1,0,0,0,[],"[['cas6_TypeIE (3620005,3620616,-)', 'cas2_TypeIE (3618792,3619091,-)', 'cas1_TypeIE (3619088,3619960,-)', 'cse2_TypeIE (3622407,3622937,-)', 'cse1_TypeIE (3622934,3624502,-)', 'cas3_TypeI (3624505,3627177,-)', 'cas7_TypeIE (3621255,3622397,-)', 'cas5_TypeIE (3620591,3621253,-)']]",1,2,"['AcrIE1', 'AcrIF3', 'AcrIF12']",3,4,0,0,0,0,2,0,0,"['JBD93_NC_030918-gi|YP_009274622.1||9.23e-50', 'JBD93_NC_030918-gi|YP_009274621.1||1.26e-101', 'FHA0480_NC_041851-gi|YP_009591717.1||2.49e-111']"
GCF_000629425.1_Pseu_aeru_BWH058_V1,Pseudomonas aeruginosa BWH058,BWH058,SAMN02402442 ,PRJNA227541,Proteobacteria,Gammaproteobacteria,GCA_000629425.1 ,6.69888,66.1,-,JIES01,5,6346,6174,2014/04/14,2019/10/17,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/425/GCA_000629425.1_Pseu_aeru_BWH058_V1,2,47,1,0,1,0,0,[],"[['csy1_TypeIF (2955403,2956707,-)', 'cas1_TypeIF (2959992,2960966,-)', 'cas3-cas2_TypeIF (2956765,2959995,-)', 'cas6_TypeIF (2952827,2953390,-)', 'csy3_TypeIF (2953394,2954422,-)', 'csy2_TypeIF (2954433,2955416,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000629445.1_Pseu_aeru_BWH057_V1,Pseudomonas aeruginosa BWH057,BWH057,SAMN02402441 ,PRJNA227540,Proteobacteria,Gammaproteobacteria,GCA_000629445.1 ,6.92495,65.9,-,JIET01,14,6629,6411,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/445/GCA_000629445.1_Pseu_aeru_BWH057_V1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000629465.1_Pseu_aeru_BWH056_V1,Pseudomonas aeruginosa BWH056,BWH056,SAMN02402440 ,PRJNA227539,Proteobacteria,Gammaproteobacteria,GCA_000629465.1 ,6.92639,66,-,JIEU01,17,6642,6425,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/465/GCA_000629465.1_Pseu_aeru_BWH056_V1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000629485.1_Pseu_aeru_BWH055_V1,Pseudomonas aeruginosa BWH055,BWH055,SAMN02402439 ,PRJNA227538,Proteobacteria,Gammaproteobacteria,GCA_000629485.1 ,6.44276,66.2,-,JIEV01,4,6088,5917,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/485/GCA_000629485.1_Pseu_aeru_BWH055_V1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000629505.1_Pseu_aeru_BWH054_V1,Pseudomonas aeruginosa BWH054,BWH054,SAMN02402438 ,PRJNA227537,Proteobacteria,Gammaproteobacteria,GCA_000629505.1 ,7.21885,65.8,-,JIEW01,14,6910,6632,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/505/GCA_000629505.1_Pseu_aeru_BWH054_V1,0,0,0,0,0,0,0,[],[],1,2,"['AcrIF5', 'AcrIF3', 'AcrIE1']",3,2,0,0,0,0,0,0,0,[]
GCF_000629525.1_Pseu_aeru_BWH053_V1,Pseudomonas aeruginosa BWH053,BWH053,SAMN02402437 ,PRJNA227536,Proteobacteria,Gammaproteobacteria,GCA_000629525.1 ,6.85505,66.2,-,JIEX01,13,6579,6367,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/525/GCA_000629525.1_Pseu_aeru_BWH053_V1,0,0,0,0,0,0,0,[],[],0,1,['AcrIF1'],1,2,0,0,0,0,0,0,0,[]
GCF_000629545.1_Pseu_aeru_BWH052_V1,Pseudomonas aeruginosa BWH052,BWH052,SAMN02402436 ,PRJNA227535,Proteobacteria,Gammaproteobacteria,GCA_000629545.1 ,6.83079,66.1,-,JIEY01,9,6558,6363,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/545/GCA_000629545.1_Pseu_aeru_BWH052_V1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000629565.1_Pseu_aeru_BWH051_V1,Pseudomonas aeruginosa BWH051,BWH051,SAMN02402435 ,PRJNA227534,Proteobacteria,Gammaproteobacteria,GCA_000629565.1 ,6.73403,66.1,-,JIEZ01,13,6449,6275,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/565/GCA_000629565.1_Pseu_aeru_BWH051_V1,3,28,1,0,1,0,0,[],"[['cas6_TypeIF (1987187,1987750,-)', 'cas3-cas2_TypeIF (1991475,1994705,-)', 'csy3_TypeIF (1987754,1988782,-)', 'cas1_TypeIF (1994702,1995676,-)', 'csy2_TypeIF (1988793,1989776,-)', 'csy1_TypeIF (1989763,1991064,-)']]",1,1,"['AcrIE1', 'AcrIF12']",2,2,0,0,0,0,0,0,0,[]
GCF_000629585.1_Pseu_aeru_BWH050_V1,Pseudomonas aeruginosa BWH050,BWH050,SAMN02402434 ,PRJNA227533,Proteobacteria,Gammaproteobacteria,GCA_000629585.1 ,6.56682,66.3,-,JIFA01,9,6273,6113,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/585/GCA_000629585.1_Pseu_aeru_BWH050_V1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000629605.1_Pseu_aeru_BWH049_V1,Pseudomonas aeruginosa BWH049,BWH049,SAMN02402433 ,PRJNA227532,Proteobacteria,Gammaproteobacteria,GCA_000629605.1 ,6.61867,66.3,-,JIFB01,11,6313,6129,2014/04/14,2019/10/18,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/629/605/GCA_000629605.1_Pseu_aeru_BWH049_V1,3,28,1,0,1,0,0,[],"[['cas3-cas2_TypeIF (67144,70374,-)', 'cas6_TypeIF (63206,63769,-)', 'csy1_TypeIF (65782,67086,-)', 'cas1_TypeIF (70371,71345,-)', 'csy3_TypeIF (63773,64801,-)', 'csy2_TypeIF (64812,65795,-)']]",0,0,[],0,0,8,0,0,0,0,0,0,[]
GCF_000632755.1_PseOti1.0,Pseudomonas aeruginosa,LNU-E-001,SAMN02690695 ,PRJNA241481,Proteobacteria,Gammaproteobacteria,GCA_000632755.1 ,6.29689,66.4,-,JGYF01,69,6026,5860,2014/04/16,2019/01/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/632/755/GCA_000632755.1_PseOti1.0,0,0,0,0,0,0,1,[],"[['cas3_TypeI (54997,56667,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000633495.1_ASM63349v1,Pseudomonas aeruginosa H1l,H1l,SAMN02729854 ,PRJNA226205,Proteobacteria,Gammaproteobacteria,GCA_000633495.1 ,6.39883,66.4,-,AYML01,40,6101,5966,2014/04/18,2018/08/10,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/633/495/GCA_000633495.1_ASM63349v1,0,0,0,0,0,0,1,[],"[['cas3_TypeI (34172,35842,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000647595.2_PseAer148_2.0,Pseudomonas aeruginosa 148,148,SAMN02732279 ,PRJNA205831,Proteobacteria,Gammaproteobacteria,GCA_000647595.2 ,6.6437,66.1,-,ATAJ02,126,6392,6158,2014/04/23,2019/06/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/647/595/GCA_000647595.2_PseAer148_2.0,0,0,0,0,0,0,1,[],"[['cas3_TypeI (20733,22073,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
